,sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
29,30,35,Spain,silver,1,Paris,13,3,6,4,False,Adventure,8985.253879111822,7,8667.849271992476,2448.522232155737
30,31,30,Germany,silver,1,Rio,7,3,7,1,False,Adventure,4793.522985430395,6,4291.567622769348,583.9943572491823
31,32,67,France,gold,7,Paris,7,4,1,2,False,Relaxation,5579.680357911893,8,4978.899808834552,1514.0243716092791
32,33,39,Spain,silver,3,Cape Town,6,2,2,2,False,Adventure,2408.9404170687285,6,1832.342050046508,617.8215729312438
33,34,24,USA,standard,6,Sydney,12,4,1,4,True,Cultural,9700.959883357818,5,9378.998761508046,1020.3245661341024
34,35,52,Australia,standard,5,Rome,9,5,2,2,False,Cultural,9047.077187406669,7,8384.39022649161,889.8061887424977
35,36,21,France,silver,3,New York,8,2,12,2,True,Cultural,3764.284759222447,7,3465.6382407233395,322.55828178862663
36,37,43,Italy,standard,3,Sydney,1,3,2,2,False,Cultural,515.0081574688312,5,-122.92980903298668,117.8881723463142
37,38,18,Canada,gold,5,Rio,10,2,7,3,False,Cultural,4590.333327404592,8,4158.101061413573,862.2292430475276
38,39,20,France,silver,2,Cairo,21,3,2,5,False,Adventure,12521.192171217825,5,9965.74045957809,2251.6821193128644
39,40,42,Canada,standard,1,Cairo,9,2,12,1,False,Adventure,4097.750749600594,7,3274.2241163718227,1082.290168310598
40,41,51,France,gold,3,Rio,5,3,12,3,True,Cultural,3339.4304698720484,6,2812.8259723140463,682.6629587408105
41,42,42,Spain,standard,6,Rome,3,2,6,1,False,Adventure,1275.3716207859914,7,739.9783580632793,253.59652353975096
42,43,38,Australia,standard,1,Sydney,14,3,1,20,False,Adventure,8437.147377628633,7,7893.52935177085,2034.9649762879608
43,44,35,Australia,silver,4,Tokyo,23,1,6,3,False,Relaxation,842756.9618440627,7,5005.805584753673,1077.8200552230865
44,45,18,Canada,gold,7,New York,20,3,2,1,True,Relaxation,12078.551972643656,7,11707.455055001545,3829.729955544031
45,46,29,France,silver,1,Paris,8,3,8,4,True,Relaxation,5531.121065650544,5,5023.599474071886,972.2378639579488
46,47,33,Australia,standard,5,Rome,11,1,8,1,False,Relaxation,2587.9980657792453,5,2044.29216227736,628.4254526992636
47,48,55,UK,standard,2,Rome,11,2,12,4,False,Relaxation,5112.967195278298,6,4667.152352352975,1487.2529025874053
48,49,45,France,standard,4,New York,5,2,2,1,False,Relaxation,1934.9454797857304,6,1743.26449335222,423.6906706642324
49,50,18,Australia,standard,1,Cairo,7,3,2,1,False,Adventure,4220.585267656976,4,3401.076947332998,936.5343955896524
50,51,44,USA,standard,3,Sydney,6,3,12,1,True,Adventure,4145.542370821921,5,3477.40966723775,994.8394905397292
51,52,34,USA,silver,8,New York,20,3,7,3,True,Adventure,13817.519307224567,5,13685.46808429154,2337.963082525552
52,53,29,UK,gold,7,Cairo,5,1,12,2,True,Relaxation,1232.1607640081345,6,1124.326232278351,215.85456342186103
53,54,49,Australia,standard,0,New York,12,1,7,5,True,Cultural,2759.300461592041,7,2447.136650754167,508.9434194110084
54,55,55,USA,standard,4,Cairo,20,3,8,1,True,Adventure,13691.463218174273,5,13522.594508150856,2883.6168090646784
55,56,53,Spain,gold,6,Sydney,7,2,2,4,False,Cultural,2679.829969803328,8,2369.285055557909,603.3180723307023
56,57,27,France,silver,2,Rome,17,2,6,2,False,Cultural,7817.736226841973,6,7259.031298667509,962.08260121335
57,58,35,Germany,gold,7,Cairo,14,3,12,2,True,Cultural,9622.090476652847,7,8543.2563796717,1046.611575041665
58,59,44,Australia,standard,1,New York,11,1,2,8,False,Cultural,2131.723971335672,7,1844.556660042453,392.7307734504354
59,60,54,Italy,standard,1,Rio,14,1,1,5,False,Adventure,2756.2149725072823,7,2273.228946640875,575.1757501374847
60,61,32,UK,silver,2,Tokyo,21,2,2,1,False,Relaxation,1334353.7140267426,5,8172.7178056945795,1595.5842034423938
61,62,37,Australia,silver,2,New York,9,3,6,4,False,Adventure,6226.89730325853,7,5946.056142381853,1609.875502359816
62,63,23,Canada,standard,4,Rome,37,4,8,1,False,Cultural,34041.39835427941,7,33361.70575741206,6234.280870113433
63,64,22,Canada,silver,3,Cairo,42,2,6,19,True,Relaxation,19328.849015513377,5,15739.555567628007,5684.601057674026
64,65,52,USA,standard,1,Cape Town,6,3,2,7,False,Adventure,3610.6883076519016,6,3248.459316479933,414.9061715504917
65,66,60,Italy,standard,5,Cairo,4,1,2,6,False,Adventure,847.0018180405767,5,787.1424988755809,86.9127245807534
66,67,38,Canada,silver,6,Cairo,3,3,7,4,False,Relaxation,2063.3278351421045,5,1521.9889160449588,564.0339645811945
67,68,55,UK,standard,3,Rio,3,2,6,1,True,Cultural,1284.6545020973142,5,852.3693153681129,197.2766664512748
68,69,45,Italy,silver,3,Rome,16,2,7,3,False,Relaxation,7376.419509747723,6,6770.723057898655,1496.2665932150144
69,70,30,USA,standard,3,Sydney,22,1,8,2,True,Relaxation,5081.857709627977,5,4631.398010321082,960.5231611159506
70,71,45,UK,standard,5,Rio,1,3,6,2,False,Cultural,711.9791641457779,7,223.7504916351022,52.07739615356751
71,72,63,France,standard,2,New York,3,1,2,4,True,Cultural,644.6326693518588,7,273.61933969301083,59.181815947413966
72,73,39,UK,standard,3,Cairo,20,1,2,5,False,Relaxation,3962.6656150187,7,3403.947297513278,972.9941826060468
73,74,63,Canada,standard,4,Rio,4,2,12,1,False,Cultural,1877.644129045776,6,1335.9236273117303,184.5737944865141
74,75,18,France,silver,3,Tokyo,16,3,7,4,False,Relaxation,1759228.5084436417,5,10825.000574919157,1695.196783310814
75,76,52,Canada,gold,6,Sydney,25,2,1,2,False,Cultural,9979.753375594082,6,9448.66187292946,2115.5892075837305
76,77,41,UK,standard,3,Cape Town,9,2,2,1,False,Cultural,3609.72833523145,5,3204.3596163819248,476.2597657691508
77,78,35,Canada,standard,0,Tokyo,6,1,1,1,True,Cultural,188639.15530306677,7,873.3120770554376,151.1250303240466
78,79,41,Italy,gold,3,Paris,13,3,2,4,False,Relaxation,7741.3109074976655,8,7392.727170368411,2456.9851031965177
79,80,18,Canada,standard,3,Tokyo,7,5,6,6,False,Adventure,1282686.5697592844,7,7746.324577407665,1289.9329298177236
80,81,36,Canada,standard,6,Paris,5,5,6,1,False,Adventure,5743.6250594597705,5,5339.896276394057,776.6630232959536
81,82,45,Australia,standard,6,Cape Town,3,1,7,1,True,Relaxation,661.6280701054839,7,69.17459395806827,91.83634020135604
82,83,62,France,silver,2,Rio,11,3,1,2,True,Cultural,6636.446237179994,7,6122.018093228826,856.2990080487345
83,84,32,Italy,standard,5,Cairo,9,3,1,1,False,Relaxation,5458.717964880061,7,4511.638527519757,1615.0813166378916
84,85,27,France,silver,2,Rome,8,3,1,4,False,Relaxation,4774.338215340267,6,4077.6471914170206,1253.1418052734018
85,86,32,Spain,standard,3,Rome,5,1,7,1,False,Cultural,1255.6982826911988,5,741.3896332805081,214.1063599019813
86,87,53,France,standard,0,Rio,7,2,6,1,False,Cultural,3173.093799872286,6,2556.4073176623533,592.235134371587
87,88,44,Spain,standard,2,Rome,26,2,12,4,False,Adventure,11930.843554774692,7,11398.400315372808,2579.643239528759
88,89,32,UK,silver,4,Rio,9,4,2,6,False,Relaxation,7155.247384638325,5,6486.926061849879,1962.8391591320585
89,90,47,Spain,silver,3,Cairo,10,2,1,1,True,Adventure,3958.4590739450673,5,3734.225247318941,737.5815458661167
90,91,41,Spain,standard,6,Cairo,6,2,1,2,False,Relaxation,2386.751836330641,7,2097.393321463629,499.86557051282136
91,92,54,Germany,standard,4,New York,13,3,7,3,False,Adventure,8997.018877684084,7,8807.136052690052,2077.2225424247604
92,93,29,UK,silver,4,Sydney,19,4,8,1,False,Adventure,17527.083482742797,8,17050.017903981236,2881.2478117002715
93,94,35,France,gold,5,Cape Town,5,3,6,4,False,Relaxation,3399.366669622981,8,2885.8314703997626,1070.4263992149802
94,95,34,USA,standard,5,Tokyo,13,3,6,1,False,Relaxation,1420880.2653283475,7,8747.65133077251,2987.159702826746
95,96,18,Canada,silver,0,Cairo,10,2,6,1,True,Cultural,4702.542453335265,7,4138.12513201845,1059.540002628907
96,97,44,Canada,standard,4,Tokyo,5,3,1,4,False,Relaxation,473751.3172911846,7,2772.8212053526886,741.332069454163
97,98,43,Germany,standard,2,Cape Town,2,3,8,6,True,Relaxation,1359.4041431159424,7,1005.177375945112,245.2902076760112
98,99,40,USA,standard,3,Rome,10,1,8,4,False,Adventure,2301.767114075647,6,1839.5599805857196,670.7832763293463
99,100,36,Australia,silver,5,Tokyo,9,3,2,8,False,Relaxation,856835.0238333791,5,5280.666877365713,1625.7816639359578
100,101,18,Spain,standard,2,New York,7,3,2,14,True,Adventure,4223.456148357233,4,3863.389960855259,689.7994945037734
101,102,33,Italy,gold,6,Rome,10,1,6,6,False,Cultural,2562.863736788355,7,1894.726029958828,424.66557922133313
102,103,34,UK,silver,2,Tokyo,8,4,8,3,False,Adventure,1175240.116184451,6,7070.604946643626,1596.581002428121
103,104,27,Australia,gold,6,New York,8,2,7,1,True,Adventure,3666.755005599907,7,3283.670558323918,1076.3660200812403
104,105,37,USA,standard,1,Cape Town,8,2,8,7,False,Adventure,3726.18473107653,6,3083.647309962127,918.5583492869386
105,106,46,Germany,standard,2,Sydney,19,2,6,2,False,Relaxation,8756.40575126276,5,8413.953887470516,1521.3733731795944
106,107,68,USA,gold,6,Tokyo,5,3,12,2,False,Relaxation,769567.8086013882,6,3336.1419343649204,1454.3479567952577
107,108,42,Germany,silver,4,Rio,7,2,8,3,False,Adventure,3223.898998296003,7,2884.17719373193,828.2823519339768
108,109,43,Australia,gold,4,New York,4,2,1,7,True,Relaxation,1601.0759467250907,7,1345.6852072536096,162.52897775216252
109,110,38,Australia,standard,2,Tokyo,16,2,1,5,False,Relaxation,1015312.8640062411,5,6113.778399440412,1811.610013299766
110,111,18,Italy,standard,2,Rome,10,1,7,3,False,Cultural,2204.5028863750367,7,1793.177701206153,268.4948382396219
111,112,39,USA,silver,2,Cape Town,7,1,7,7,False,Adventure,1665.0084370373872,5,1098.9373158637088,268.2657500332359
112,113,40,USA,standard,3,Cape Town,5,4,2,6,False,Relaxation,3957.497861022598,7,3645.891927414301,990.7004902973754
113,114,76,Spain,silver,3,Rio,11,2,12,2,True,Cultural,4996.9806986078265,6,4606.282736070942,795.487724229926
114,115,37,Canada,standard,0,Cape Town,6,2,8,1,False,Cultural,2680.017177557065,5,2347.0380462037365,431.3419575415636
115,116,44,Germany,standard,5,Rome,7,2,12,2,False,Relaxation,3250.6000785554697,7,2772.046788666133,922.5798840520848
116,117,39,Canada,standard,4,Paris,7,2,6,5,True,Relaxation,3219.4359767824567,7,2809.8888273452408,752.3771255635575
117,118,22,UK,standard,4,New York,11,5,6,3,True,Cultural,12691.233712925372,6,12395.941785698293,2089.653586117638
118,119,57,UK,standard,0,Rio,4,2,1,1,True,Cultural,1739.3296341600912,6,1206.4254170940862,95.19391487557984
119,120,51,USA,silver,3,Tokyo,17,3,12,2,False,Adventure,1842805.1144678164,7,11383.51246088306,2080.772585857078
120,121,51,Australia,standard,4,Sydney,6,3,1,7,False,Adventure,3635.100406166977,6,3036.9486767166973,594.1874993066125
121,122,26,UK,standard,2,Tokyo,5,2,6,9,False,Adventure,366492.9165134988,5,2145.287990994849,478.7865732581084
122,123,61,UK,gold,4,Tokyo,16,2,6,1,False,Relaxation,1646026.9544482294,9,7171.667015749819,3077.566758512068
123,124,18,Italy,standard,2,Cairo,11,4,1,11,True,Relaxation,8727.754722772364,5,7343.41484898008,1109.2396469048483
124,125,48,Canada,standard,4,New York,17,2,2,3,False,Relaxation,6702.773076142941,6,6366.573151673377,1969.0201082612484
125,126,72,Italy,silver,3,Tokyo,7,2,6,5,False,Relaxation,707152.6342361753,5,2892.7590298895366,1448.487487932156
126,127,25,Canada,gold,5,Rio,13,3,2,6,False,Relaxation,7791.641666433447,8,7111.075596921707,1058.581119136588
127,128,31,Spain,standard,2,Paris,6,1,8,1,True,Relaxation,1326.10849439939,7,880.1173809325147,207.4780901639485
128,129,41,Italy,standard,3,Cape Town,4,3,1,3,True,Adventure,2371.013342594195,7,2060.518970959532,418.1542977856943
129,130,32,Spain,silver,2,Rome,26,1,1,1,False,Cultural,5734.338334952542,6,4673.720990736282,1247.6458469026072
130,131,18,UK,standard,3,Cairo,15,1,7,2,False,Cultural,3478.4337614281744,7,3001.986811956221,382.5855023095101
131,132,41,USA,silver,1,Cairo,10,2,8,2,True,Cultural,4578.888446871906,6,3320.089442915325,677.9541022826577
132,133,24,Canada,gold,5,Rio,13,2,12,6,True,Adventure,5984.453664362924,8,5358.023782369132,1712.0538888782771
133,134,47,UK,gold,4,Rio,18,5,8,1,False,Cultural,20673.34399794608,7,20005.625355112847,2709.850200791789
134,135,26,Australia,standard,3,Rome,12,1,12,6,False,Relaxation,2802.7070719191656,7,2263.127567585648,848.1654900808705
135,136,63,Canada,standard,3,Sydney,8,2,7,2,True,Relaxation,3627.585275821092,5,2989.4540740419507,924.3733332386872
136,137,28,UK,gold,5,Sydney,9,3,8,1,False,Adventure,6177.9159985976585,8,5537.383684847549,1229.309664790654
137,138,35,Spain,standard,2,Cairo,4,4,6,4,False,Relaxation,3744.994314092892,6,3029.2594548808406,1153.4302758362703
138,139,52,Italy,standard,3,Paris,11,2,6,17,False,Cultural,4988.877542358506,5,4687.800435218565,1143.0594953792067
139,140,21,Germany,silver,4,Paris,9,1,6,7,False,Relaxation,2070.648322132449,5,1727.04190342936,380.2753274636961
140,141,43,Canada,standard,3,Rome,6,4,12,8,False,Relaxation,5548.5951683123885,7,5106.904134552538,1727.3067407947697
141,142,59,Germany,standard,0,New York,6,5,8,2,False,Cultural,6991.4169927788,7,6821.985598927387,955.0896275806484
142,143,18,Canada,gold,5,Sydney,3,1,12,1,False,Relaxation,668.3707025532233,7,81.00541035702895,156.9656542392854
143,144,42,Canada,standard,1,Rio,18,1,8,7,False,Relaxation,4040.4778573888943,5,3559.191941308064,1326.0619198569282
144,145,43,Italy,standard,1,Cairo,12,3,2,1,False,Adventure,7193.524380327206,7,6993.103625181045,1883.211772553884
145,146,51,Spain,standard,3,Tokyo,25,2,2,9,False,Relaxation,2213279.043730971,5,9708.925152084685,2642.341965446307
146,147,21,France,silver,2,Sydney,9,3,6,2,False,Adventure,6222.918339595024,7,5799.876204787359,1126.009998669188
147,148,20,France,standard,2,Tokyo,4,1,12,4,True,Relaxation,144460.4809768873,6,812.3464295377745,222.95998679367565
148,149,47,Germany,standard,3,Paris,6,5,6,2,False,Adventure,6838.454158103593,7,6483.036437329703,1303.0307407027826
149,150,44,USA,silver,2,New York,19,2,7,3,False,Cultural,8610.570858904739,6,8373.1328693015,1870.180083351712
150,151,43,UK,gold,6,New York,3,1,6,2,True,Adventure,558.1286497045056,6,189.12181426794496,137.45008785692474
151,152,45,USA,standard,3,Sydney,3,4,12,2,True,Adventure,2686.0689746805024,7,2364.0853925434467,511.6339245650078
152,153,29,USA,gold,5,Cape Town,16,5,6,2,True,Cultural,18381.066422999014,8,17865.66541559502,2060.347600268517
153,154,43,France,standard,4,Cairo,7,3,8,5,False,Adventure,4784.735843475339,7,3772.6747636150617,1121.975755011439
154,155,44,UK,silver,2,Sydney,21,2,12,1,False,Cultural,9746.666722192173,6,9314.681591913532,2298.932362328656
155,156,29,France,standard,3,Cairo,17,3,2,2,True,Cultural,10262.173292827874,6,7582.791125110769,1945.8432776993216
156,157,67,Italy,standard,2,Rio,11,1,1,2,False,Cultural,2144.600636477713,7,1457.0159471234224,215.2392604532004
157,158,47,Italy,silver,2,Rome,5,3,12,1,False,Cultural,3735.02605206301,5,2760.917227643382,577.7105428745813
158,159,22,France,standard,2,Cape Town,4,4,2,4,True,Cultural,3178.1120380832685,6,2581.9880048652635,511.4917318031667
159,160,49,Spain,standard,3,Paris,15,4,7,7,False,Relaxation,13693.837666365987,7,13122.444283554783,3162.8290636761503
160,161,25,France,standard,3,Rome,11,3,6,1,True,Adventure,7662.925007357747,4,7169.118032101978,1667.0476948567589
161,162,51,Australia,silver,3,Rome,11,3,12,2,True,Relaxation,7593.370904010187,5,7169.956405812381,2424.325030456223
162,163,57,USA,standard,2,New York,13,3,1,7,True,Cultural,7782.628186724002,7,7557.212044245646,728.0448019597167
163,164,27,Spain,standard,3,Cairo,13,2,12,7,False,Cultural,5985.117942888749,5,5661.0369539534,672.2954007601422
164,165,54,Spain,standard,1,Tokyo,10,2,12,4,False,Cultural,738715.7174141516,7,4328.614351334129,918.3758535994784
165,166,46,USA,standard,4,Cape Town,9,3,1,2,True,Relaxation,5331.915263693682,7,4689.216093143239,1591.5645187182474
166,167,52,Spain,standard,4,Rome,4,2,1,1,True,Relaxation,1583.918881962572,7,1036.9942829625672,468.2693114850472
167,168,68,USA,standard,2,Paris,4,3,1,3,True,Cultural,2431.775974275835,7,1812.1013204595477,198.1160336969382
168,169,36,Australia,standard,1,Rome,5,1,7,2,True,Relaxation,1145.942524579932,7,511.7770172659323,206.8870515168773
169,170,28,Canada,standard,3,Cape Town,20,4,6,2,True,Relaxation,18352.379742525944,6,17698.993566724595,5523.465488550089
170,171,26,Spain,silver,3,Tokyo,5,5,8,6,True,Adventure,896435.3618052274,4,5396.439562476399,1156.4429053458782
171,172,27,Germany,silver,2,Tokyo,9,3,7,2,True,Relaxation,979672.0167047664,6,6061.89579362076,1763.1019141117065
172,173,38,Germany,gold,7,Paris,6,1,8,3,False,Relaxation,1435.2332812927764,7,808.4069206081897,412.0103550737977
173,174,45,Australia,standard,4,Rio,6,4,1,2,False,Relaxation,4819.19117674339,7,4447.716123380339,1136.8843407427707
174,175,44,USA,gold,5,Sydney,5,1,1,4,False,Adventure,1041.9640607014592,8,473.71943101571424,329.7641929223856
175,176,52,Germany,standard,4,Tokyo,21,2,1,1,False,Adventure,1339328.7008380026,5,8100.199586661435,1504.6925338964268
176,177,40,Australia,gold,6,Rio,7,3,2,4,False,Relaxation,4152.048298202647,7,3528.304543802449,765.3667259209569
177,178,61,France,standard,1,Tokyo,4,2,7,3,False,Relaxation,409184.39324759174,6,1629.1588363387282,562.1800037815219
178,179,36,UK,standard,4,Sydney,3,3,8,5,True,Adventure,2024.732483773687,7,1325.1455140132296,353.2526193356289
179,180,80,Germany,standard,0,Tokyo,11,3,1,3,True,Cultural,1042340.5081084887,5,6470.6777342795785,992.6606731891636
180,181,49,Italy,standard,5,Rome,7,2,2,2,False,Adventure,2842.559956340729,6,2436.7849400590057,417.5731578583776
181,182,27,UK,gold,4,Paris,16,4,12,1,False,Cultural,14679.197507863242,8,14335.356608407134,2016.46341483715
182,183,23,Italy,silver,4,Rome,1,2,8,3,False,Adventure,469.3607842361282,6,-144.61577593453228,151.44911312705025
183,184,47,USA,gold,5,Sydney,9,5,7,2,True,Relaxation,10265.349886589984,8,9943.990464198136,1907.5012148399849
184,185,36,Germany,silver,1,Paris,5,2,2,7,False,Relaxation,1957.1532597790665,6,1520.7072161937626,453.3842810596525
185,186,50,Australia,standard,5,Tokyo,15,4,6,1,True,Relaxation,2188918.463059355,7,13732.211935279482,3665.810454311229
186,187,47,Canada,standard,3,Tokyo,11,4,1,5,False,Cultural,1392721.8013798557,6,8474.172962607192,1813.9070750311944
187,188,38,Germany,gold,5,Cairo,9,2,8,2,False,Cultural,4045.9564495705617,7,3644.692237433756,592.6451656509308
188,189,27,Germany,silver,2,Rio,10,3,8,1,True,Adventure,6915.315347416263,6,6480.519645502562,827.5262060344595
189,190,18,Germany,silver,7,Tokyo,10,3,8,1,True,Cultural,1084816.844017103,7,6670.117952939068,1152.4559655712371
190,191,33,Germany,standard,4,Paris,1,2,8,8,False,Relaxation,364.6908515711871,7,-221.1160090783924,176.30935055431104
191,192,52,Italy,silver,2,Rio,7,2,7,2,False,Cultural,3163.133618555601,7,2711.187994721064,670.2140870982543
192,193,43,Australia,gold,3,New York,16,4,12,3,False,Relaxation,14682.600318249844,8,14388.941692163196,4938.172408210128
193,194,21,Australia,standard,2,Paris,7,4,2,3,False,Adventure,5642.356385848114,6,5200.498100834816,1461.8776347998344
194,195,42,Italy,standard,1,Rio,5,4,1,4,False,Cultural,4001.059039646382,6,3539.80729443832,821.9142126665491
195,196,45,Canada,standard,2,Tokyo,6,3,2,10,False,Relaxation,562211.604042291,6,3197.6913320113536,795.5321529452585
196,197,26,Australia,silver,3,Tokyo,16,3,6,5,False,Relaxation,1729072.2099520352,5,10561.999506887229,1379.8882461375922
197,198,42,Australia,standard,3,New York,1,3,12,3,True,Relaxation,818.3519476250223,5,531.3886706991565,191.65822835161205
198,199,40,USA,standard,3,Tokyo,13,2,1,8,True,Adventure,818089.5649148519,5,4842.777710554251,744.9082247743912
199,200,22,Spain,standard,4,Cairo,14,1,2,5,False,Cultural,2825.2535927160948,7,2667.977214637848,574.0980417900762
200,201,45,USA,silver,1,New York,12,4,2,1,False,Cultural,9511.78847929228,7,9406.261064028222,1547.8110111348494
201,202,48,Spain,standard,4,Rome,4,2,2,1,False,Cultural,1696.5295055651668,7,1122.1994766940884,191.86575850333605
202,203,56,UK,standard,4,Sydney,6,3,1,6,True,Relaxation,3562.5172453156,6,2879.780176338274,1140.8304037799765
203,204,55,Canada,gold,5,Cairo,9,4,7,1,True,Adventure,8278.225548593364,7,7673.826876685033,1124.3919459886024
204,205,19,Spain,gold,7,Paris,7,2,7,1,True,Cultural,3178.851487959018,7,2686.138064590606,381.1750300590645
205,206,25,USA,standard,6,Rio,13,3,6,4,False,Cultural,9052.29181253407,5,8429.420259971219,953.9559798097296
206,207,47,Canada,silver,6,Rio,4,2,2,1,False,Adventure,1656.1820869987328,5,990.6578542674448,326.0427017475397
207,208,47,Canada,silver,2,Cape Town,16,3,1,6,False,Adventure,9617.973978622213,7,9162.660864380632,1503.9846687452043
208,209,47,Germany,standard,2,Cape Town,14,2,2,1,False,Cultural,5579.227059395691,5,5153.892865602614,937.3996026139768
209,210,80,France,standard,0,Cape Town,3,1,2,1,False,Cultural,563.9313331567289,7,2.7609673978024603,65.10007204382708
210,211,48,France,standard,3,Cape Town,4,5,7,3,False,Cultural,4689.175565337108,5,4034.9681985070742,799.6929153463844
211,212,57,France,standard,1,Sydney,3,2,8,3,False,Relaxation,1318.814338706918,7,725.21540232907,497.5906478957893
212,213,54,Canada,standard,5,Sydney,6,4,6,3,False,Cultural,5503.019815659217,5,4809.248966090911,877.5142454048296
213,214,49,Germany,gold,5,Cairo,11,5,1,2,False,Relaxation,10911.208399266134,6,8898.166511305817,2428.267508496569
214,215,35,UK,standard,3,Cairo,4,5,7,1,False,Adventure,4584.500302858904,7,4351.987134443407,1227.5291475304268
215,216,51,UK,silver,2,Rio,13,1,7,3,True,Cultural,3063.655855995978,7,2557.451063490248,406.6806788515373
216,217,28,France,standard,3,Tokyo,9,2,12,5,False,Relaxation,646789.0453070626,5,3784.702845723559,840.9072195708846
217,218,36,UK,silver,4,Rio,3,4,1,2,False,Relaxation,2521.0426723968467,5,1979.2119733929503,588.6246427292076
218,219,32,Germany,standard,2,Rome,5,2,7,2,False,Relaxation,2383.6870818742573,5,2057.33271895236,754.9049000170132
219,220,41,France,silver,3,New York,6,3,2,1,False,Relaxation,3554.0936923457707,7,3435.707499614881,1113.1228949099022
220,221,74,Spain,silver,2,Sydney,8,1,7,2,False,Cultural,1766.3093494305278,7,1253.130400442084,285.2302484583721
221,222,18,Spain,silver,2,Cairo,5,5,12,8,True,Cultural,5704.1710863019725,5,4887.862144825003,1188.1021278440985
222,223,50,Germany,standard,1,Sydney,21,3,12,2,True,Relaxation,14467.7537743043,7,13948.49709854434,4762.968743928332
223,224,18,Italy,silver,1,Tokyo,17,2,12,4,False,Adventure,1224965.5916606083,8,7505.4362732172285,1404.917110164056
224,225,32,UK,gold,5,Cairo,13,4,2,2,True,Relaxation,10494.110968652458,6,8212.116063271376,3393.633756110141
225,226,56,France,silver,2,Rome,8,2,8,1,False,Cultural,3701.979711019786,6,3072.73084947209,530.2850402063714
